x,y,label
0.226959,-0.106507,7
0.170055,-0.271968,8
0.069884,-0.658465,7
-0.190500,-1.287199,9
0.077454,-0.526830,3
0.027926,-0.472309,2
0.380796,-0.010990,2
1.233342,-0.315345,1
0.307681,-0.130112,2
0.150396,-1.184605,7
-0.033842,-0.561209,6
-0.170884,-0.968833,4
0.207547,-0.257936,4
0.220148,-0.236603,5
0.415749,-0.028168,8
0.027926,-0.472309,2
0.307096,-0.212885,2
-0.090861,-0.324029,8
0.136377,-0.517609,7
0.067731,-0.630846,4
0.030179,-0.560720,9
0.158657,-1.184635,7
0.356539,-0.073561,1
0.414344,-0.266250,1
-0.157951,-1.220429,9
0.015748,-0.470401,8
0.355270,0.173736,1
-0.255277,0.079620,0
0.036013,-0.464244,6
-0.080344,-0.627337,6
0.329511,0.060508,2
-0.034016,-0.144153,3
0.346656,-0.088260,3
0.027926,-0.472309,2
0.411657,0.169241,3
-0.145035,-1.089752,9
0.149502,-0.693888,7
0.024737,1.550530,0
0.292479,0.419459,8
-0.054747,-0.830264,4
0.410210,0.184294,3
0.226726,-0.923418,7
0.391999,-0.113425,9
0.150966,-0.688679,4
-0.194699,-1.098027,4
-0.203004,0.191890,3
0.254015,-0.249305,8
0.102662,-0.827759,4
-0.118987,-0.890590,9
0.045221,-0.023778,5
0.397955,0.014974,3
-0.227256,1.000116,0
0.382330,-0.753867,7
-0.013444,1.398628,0
-0.022793,1.519932,0
0.027926,-0.472309,2
0.190952,-0.381208,5
0.145339,1.583042,0
0.271267,-0.129646,3
1.022862,-0.419980,1
0.068040,-0.736721,7
-0.073326,-0.617274,2
0.943809,-0.391856,1
0.309457,0.406979,3
0.136437,0.153713,5
-0.041236,-0.763785,4
0.116260,-0.073933,0
0.141515,-0.315493,5
0.289218,0.144475,3
-0.041303,0.760039,6
-0.155543,-1.004677,4
-0.266240,-1.355745,7
-0.129567,-0.892121,7
-0.166695,-0.136826,8
-0.111648,-0.826056,4
0.122997,-0.700741,9
-0.294421,1.092056,0
-0.076272,1.656238,0
0.085982,2.056967,0
0.609090,-0.349067,1
-0.171341,-1.057567,9
-0.000574,-0.513071,2
-0.052336,-0.839632,4
-0.029661,-0.225109,3
0.180212,-0.412200,7
0.266098,-0.718745,4
-0.029300,-0.555257,6
0.600440,-0.455776,7
0.124012,0.752608,0
-0.110103,-0.036895,8
0.205463,-1.102570,7
0.436685,-1.018935,9
0.154593,1.238605,0
-0.008569,1.301641,0
-0.054394,-0.590137,6
1.115865,-0.311482,1
0.008732,-0.434246,2
0.005049,-0.562561,2
0.133294,1.132541,0
0.097762,-0.127547,3
0.339401,0.194697,1
-0.090351,-0.286554,7
0.286638,-0.094611,4
-0.306629,-0.494055,8
0.045251,-0.449429,8
0.302343,-0.629145,9
0.143777,-0.671228,7
0.240890,-0.037407,8
0.254435,0.981701,0
-0.026268,-0.549848,6
-0.038315,-0.141888,8
0.161374,-0.306869,5
-0.107205,-0.900596,9
-0.425811,1.209947,0
-0.074790,-0.154017,8
0.027926,-0.472309,6
0.124057,-0.340725,6
-0.123568,-0.173345,8
0.264236,-0.011292,6
0.238755,-0.936288,9
0.280605,-0.296746,9
-0.137757,-1.157834,4
-0.144855,-0.969945,9
1.404716,-0.310702,1
0.306087,0.316815,5
0.322066,-1.052724,9
-0.043333,-0.766172,9
-0.208512,1.796800,0
0.326233,-0.049787,8
0.228348,-0.569315,4
-0.009454,-0.525778,6
0.122119,-0.233451,8
0.015719,-0.491768,6
0.128934,-0.777559,9
0.318888,-0.026758,1
1.009161,-0.329685,1
0.308242,0.213484,1
-0.081582,-0.973983,4
0.051998,-0.381449,2
-0.122890,0.883718,0
0.127755,-0.236563,6
0.157435,-0.301931,5
0.458208,0.134709,3
0.041049,-0.454194,5
0.261022,0.043006,8
-0.119558,-1.030991,4
0.038929,-0.465981,2
-0.366105,0.455035,0
-0.025045,-0.681632,4
-0.209441,-1.136905,7
0.033580,-0.597448,4
-0.211254,1.225183,6
0.356414,0.203997,1
-0.381718,0.322496,0
0.283381,-0.038271,3
0.547001,-0.294388,1
0.055381,-0.436886,6
-0.126892,-1.293151,7
0.244188,1.193476,0
-0.323005,0.397759,0
-0.076830,-0.883119,9
-0.067986,-0.609618,6
-0.170445,-1.019978,9
-0.210659,-0.059487,8
0.374415,0.226575,3
-0.262224,-1.465436,7
0.293683,-0.459914,7
-0.154232,-1.334736,9
-0.038890,-0.756053,7
-0.181598,-0.095800,8
0.369897,0.086527,8
0.027926,-0.472309,6
-0.328275,0.651708,0
-0.256336,1.297185,0
0.051662,-0.562580,4
0.302836,-0.110670,8
0.189723,-0.290500,2
1.156107,-0.250997,1
0.027926,-0.472309,2
-0.245623,-1.397709,7
-0.107463,-0.666244,6
0.014594,-1.322757,7
0.479723,0.141859,8
1.225260,-0.383077,1
-0.100708,-0.812884,4
-0.120825,-0.390638,3
0.289920,-0.020667,1
0.909292,-0.366261,1
0.028337,-0.496236,6
-0.253211,0.038023,0
0.135009,-0.200140,8
0.003131,0.601749,0
0.902904,-0.367643,1
-0.134530,-1.482737,7
0.390312,0.001743,2
-0.080582,-0.228210,8
0.173674,-0.014249,5
0.298891,-0.431056,9
0.333577,0.128006,1
0.088106,-0.076029,3
0.246140,-0.423946,7
0.001373,-0.300946,8
-0.043744,-0.575676,6
-0.173356,-1.094643,4
0.079220,-0.583508,4
0.098981,-0.937721,7
0.324494,-0.133526,1
-0.024235,-0.470290,2
0.140236,-0.468023,9
0.103294,-0.268018,3
0.460173,0.109156,3
-0.158011,-0.738846,6
-0.064147,-0.892235,9
0.056716,-1.346560,9
0.029144,-0.470628,6
0.020141,-0.483440,2
-0.168513,-0.953680,4
0.027926,-0.472309,2
0.209644,0.023748,5
0.474302,-0.452538,4
0.189726,-0.467878,9
-0.095206,-0.648657,6
0.522723,0.041578,1
0.093340,-0.432128,5
0.047563,-0.445202,6
0.139804,-0.194068,5
0.312151,0.017963,1
1.368039,-0.327202,1
-0.074900,-0.784564,9
0.267906,0.031194,3
0.308777,0.349386,5
-0.110693,-0.330499,3
0.250985,-0.106453,2
-0.151902,-1.247479,7
1.124481,-0.203809,1
-0.005678,-0.197710,8
0.257392,-0.127114,8
0.027926,-0.472309,2
0.085374,-0.167900,5
0.026432,-0.513531,5
0.045955,-0.672768,7
-0.151413,-1.323901,7
0.252522,-0.397579,4
0.169212,-1.053618,9
-0.116592,-0.892696,9
-0.121380,-0.094401,8
-0.000604,-0.810097,9
0.009339,-0.545619,2
0.203817,-0.495434,7
0.533087,-0.358954,1
0.026797,-0.471664,2
0.011250,-0.069455,3
-0.103958,-0.909707,9
0.102004,-0.516920,0
0.418965,0.193555,3
0.326518,0.104853,1
0.379205,0.238649,1
-0.031444,-0.557260,2
0.083267,-0.395922,6
0.146720,-0.205019,3
0.355467,0.177862,1
-0.143445,-0.997609,4
0.271375,-0.164071,4
-0.028742,-0.444938,5
0.027926,-0.472309,2
-0.233507,-0.847485,6
-0.136775,-0.708332,6
-0.089227,-0.862131,7
0.329480,0.236817,1
0.042169,-0.393087,8
-0.119325,-0.956176,4
-0.117856,-0.915326,9
0.105427,-0.522250,9
-0.394247,0.233785,0
0.128207,-0.367665,2
0.329496,-0.233301,1
0.354701,1.349745,0
-0.041646,-0.444247,2
0.110401,-0.256009,2
0.171560,-0.162502,3
0.092541,-0.602459,7
-0.251690,-1.254436,4
-0.093464,-0.646157,6
0.032918,-0.396712,5
0.484107,-0.412617,2
-0.050132,-0.584030,6
0.019448,-0.360061,8
-0.305247,-1.229980,7
0.130254,-0.478302,9
0.189684,-0.146715,8
0.341973,0.220766,1
-0.220800,-1.092311,9
0.034163,0.255786,6
-0.140778,0.444764,0
0.027926,-0.472309,2
0.311425,0.010225,1
0.213898,-0.396910,9
0.026623,-0.352752,2
0.501549,0.223716,3
-0.139560,-0.934396,4
-0.177517,-0.238810,8
-0.117380,-0.680479,6
0.416575,0.334735,3
-0.279242,-1.208423,7
-0.119096,-0.682943,6
0.171449,-0.187143,8
0.246543,-0.294578,7
-0.193318,-1.001630,9
0.209360,0.145951,5
0.097809,-0.129008,3
0.401806,0.213096,1
0.239682,-0.045380,8
-0.038896,-0.834045,4
-0.224079,-0.043895,0
-0.148654,-0.952324,9
-0.273043,-1.228496,7
0.989042,-0.215014,1
0.563635,-0.033069,1
0.050187,-0.709066,9
-0.234991,0.994048,0
-0.052644,-0.832932,7
-0.312791,-1.327441,7
0.230518,-0.234444,9
0.160749,-0.306572,5
0.296048,0.215979,8
0.020500,-0.113034,5
0.244959,-0.122608,8
-0.186941,-0.780448,6
0.287204,0.062534,3
0.060616,-0.576581,9
-0.090186,-0.641455,6
0.015125,0.461709,0
0.531814,0.286686,3
0.434536,0.092411,1
0.340173,0.103374,1
0.037954,1.746510,0
0.137809,-0.144249,6
-0.182678,1.807057,0
-0.154168,-0.997151,4
0.193356,-0.179288,8
0.143275,-0.251181,8
0.428279,0.254415,3
0.330062,0.231000,1
-0.206268,-1.131134,4
0.151440,0.155193,0
0.296928,0.154078,3
0.375156,0.234217,1
0.365940,0.103363,1
0.354152,0.136626,3
-0.236671,1.745427,0
-0.137444,-0.709293,6
-0.068868,-0.746592,9
0.264658,0.088937,5
0.120149,-0.322461,5
0.367464,0.209035,1
0.207455,-0.114863,3
0.070358,-0.462245,2
-0.127750,-0.911921,4
0.436084,0.529581,3
0.193205,-0.815161,9
0.305207,-0.639026,7
0.255028,0.293234,3
0.158896,-0.645675,9
-0.308793,-1.253827,7
0.364356,-0.044739,4
-0.238253,-0.854322,6
0.313318,-0.377530,7
0.062924,-0.636336,9
0.027926,-0.472309,2
-0.182047,-0.454478,2
-0.104803,-0.887941,7
-0.200007,-1.116424,4
0.536662,0.332668,3
0.037893,-0.373236,5
-0.174840,-1.046963,4
-0.249798,-1.118829,7
0.102355,-0.511380,7
0.027926,-0.472309,2
0.333515,0.132004,1
0.401966,0.207770,1
0.006483,-1.444288,7
-0.207702,-0.810324,6
0.355966,0.204931,1
-0.050742,-0.782010,4
-0.211309,-1.117615,4
0.057681,-0.627631,9
0.520360,0.011631,2
-0.253713,-1.204503,4
0.171450,0.324960,8
-0.211148,-1.006696,9
-0.016405,-0.642307,9
-0.036988,-0.729826,4
0.579415,-0.028395,1
1.322366,-0.360023,1
-0.108181,-0.667274,6
-0.013628,-0.531752,2
0.198530,-0.463124,9
0.027926,-0.472309,2
0.109291,-0.493254,7
0.431241,0.136404,1
0.212205,-0.421528,7
0.212655,-0.103538,3
0.043856,-0.463187,2
0.223366,-0.285912,2
0.286052,-0.256356,4
-0.086695,-0.840098,9
0.327583,0.175003,1
-0.275656,-1.272825,4
0.332156,-0.242393,7
0.359851,0.229047,3
0.537023,0.480054,3
0.320755,-0.165558,8
-0.143270,-1.010905,9
0.027926,-0.472309,2
0.340803,0.112677,1
0.027926,-0.472309,2
0.162660,2.008021,0
0.021386,-0.471284,2
0.236417,-0.089028,2
0.688550,-0.259566,1
0.089898,-0.553714,7
-0.015523,0.141878,2
0.215731,-0.152291,8
0.202612,-0.226699,8
0.075003,-0.582101,9
-0.163403,-0.746597,6
-0.059937,-0.749167,4
0.046684,-0.342815,5
0.106268,-0.481209,5
0.897326,-0.350092,1
0.300392,-0.261775,9
-0.257113,-0.881503,6
-0.012834,-0.529439,6
-0.280803,-1.265891,7
0.208658,-0.380246,9
0.027926,-0.472309,2
0.151290,-0.094648,2
0.396623,0.269248,1
0.008654,-0.717394,4
0.568796,0.554454,3
0.232595,-0.222814,6
0.076654,-0.560917,7
0.095330,-0.379275,6
0.014809,0.092229,5
0.247659,-0.059450,2
-0.163164,-0.939037,9
0.274630,0.246899,5
0.312214,0.323046,3
0.066481,-0.637681,4
-0.082359,-0.766499,8
0.355608,0.264661,5
-0.242660,-1.084917,7
0.365201,0.204379,1
0.073343,-0.355222,5
0.081056,-0.614880,4
-0.236678,-1.077580,7
0.369724,-0.015212,1
-0.195345,1.883557,0
0.178627,-0.411409,9
-0.264958,-1.247583,7
0.388271,0.394723,5
-0.064331,-0.808737,4
-0.089259,-0.640124,6
0.238974,-0.187399,8
0.396657,0.233592,1
-0.018538,-0.609461,8
0.216592,-0.090202,8
-0.069256,-0.450932,3
0.562412,-0.015919,1
-0.267687,-1.192350,7
-0.110376,-0.283473,8
-0.261729,-0.888159,6
0.405694,0.279164,5
-0.164058,-0.925402,9
0.022147,-0.446874,2
-0.164849,-0.946035,9
0.502246,0.269275,3
-0.162073,-1.042255,4
0.042627,-0.567813,9
0.207425,-0.116996,8
-0.045056,-0.702963,5
0.017560,-0.839603,4
0.320214,-0.072966,1
1.197658,-0.402399,1
0.122381,0.091614,8
-0.285403,1.090042,0
-0.268978,1.587672,0
-0.131705,-0.701049,6
0.403824,0.114528,3
-0.144895,-0.719998,6
0.479022,0.027092,8
-0.079563,1.158432,0
0.232222,0.407243,6
0.400455,0.137888,1
0.047139,-0.350346,8
-0.041110,0.048256,2
0.086229,-0.411912,6
-0.027287,-0.605951,3
-0.145847,-0.266914,8
-0.130997,-0.794046,4
0.200395,-0.440184,4
-0.142078,-0.715951,6
0.093910,-0.583483,7
-0.064514,-0.883728,7
0.299419,0.582816,3
-0.009571,-0.473745,8
-0.117423,-0.908930,9
-0.031830,0.979951,0
0.302801,0.152355,1
1.069587,-0.344434,1
0.123517,-0.474376,4
-0.018812,-0.473353,2
0.370717,-0.004795,3
-0.018063,-0.800405,3
0.332817,0.217203,3
-0.262549,-1.217538,4
0.218292,0.334235,5
0.199164,-0.245688,5
0.278664,0.391928,9
0.027926,-0.472309,6
0.460280,0.360854,3
-0.209608,-1.032816,7
-0.016636,-1.016691,7
0.080474,-0.373323,8
-0.075431,-0.620481,6
-0.168652,-0.946361,9
0.200928,-0.212110,8
-0.179407,1.587806,0
0.260657,0.783056,0
1.289868,-0.315360,1
0.085641,-0.394567,6
-0.094339,-0.580721,2
0.244607,0.131802,5
-0.292325,-1.659241,3
0.227825,-0.267374,8
0.178709,-0.267708,5
0.399527,0.021966,8
0.119003,-0.373789,6
0.030212,-0.429501,5
-0.157637,-0.915133,7
0.358525,-0.020164,9
-0.149050,-0.946512,4
0.349571,0.106539,1
-0.025768,1.039103,0
0.162369,-0.305986,2
0.160650,-0.736229,7
0.027926,-0.472309,2
0.027926,-0.472309,2
0.565845,0.579097,5
0.398059,-0.095288,9
0.006755,-0.232286,8
-0.041694,-0.792284,4
0.102948,-0.002788,5
0.121037,-0.346305,2
-0.019138,-0.777300,9
0.226815,-0.513657,9
-0.098623,-0.653559,2
0.050120,-0.378933,8
0.188123,1.695810,0
-0.224736,-1.146229,4
0.611575,0.339904,3
0.098714,-0.382580,5
0.015922,-0.704219,7
0.031092,-0.412631,8
1.089023,-0.234373,1
0.115307,-0.351709,8
0.410157,0.253532,3
-0.075453,1.075672,0
0.132687,-0.124313,8
0.353563,-1.045943,3
0.067441,0.184484,5
0.139963,-0.336335,5
-0.113086,-0.904937,4
-0.182585,-0.990845,4
0.123819,-0.372740,6
-0.116593,-0.377912,3
0.294673,-0.149091,1
0.010420,-0.370073,3
-0.009891,-0.528175,6
-0.113858,-0.848880,4
0.234616,-0.381680,9
0.027926,-0.472309,6
0.378334,0.171449,1
0.123496,-0.338550,5
0.348345,0.390185,8
1.284323,-0.260559,1
0.061523,-0.050819,8
0.041732,-1.018610,7
0.027926,-0.472309,2
-0.052653,-0.343155,8
0.249292,0.009332,3
-0.207223,-1.102155,4
0.068211,1.237593,0
-0.006245,-0.385048,5
0.421266,0.034370,3
-0.147185,-0.970385,7
-0.005799,-0.520547,6
0.013842,-0.471418,2
0.260138,-0.045155,3
0.019615,-0.178792,3
0.272366,-0.302506,4
0.027926,-0.472309,6
0.255255,-0.612659,7
0.096865,-0.372054,6
0.345127,-0.012385,3
0.064621,-1.411398,7
0.050293,-0.703692,9
-0.142089,-1.247253,7
0.269844,-0.342046,7
-0.129749,-1.232248,7
0.662716,-0.116900,1
-0.053338,-0.588623,6
0.566121,0.337581,3
-0.215813,1.038285,0
0.218744,-0.293700,2
1.458431,-0.322571,1
0.578724,1.500461,0
-0.124217,0.608111,0
0.157100,-0.251692,6
0.584674,-0.007982,1
0.226354,0.371434,3
0.027926,-0.472309,6
0.320590,0.053687,3
0.153622,-0.263020,5
-0.041216,-0.571256,6
-0.063497,-0.719691,3
0.027926,-0.472309,6
1.232579,-0.404009,1
0.332598,0.309942,3
-0.152364,-0.950699,4
0.164505,-0.290990,6
-0.045671,-1.611652,7
0.356439,-0.082138,7
0.027926,-0.472309,6
0.467630,0.102404,3
-0.122162,-0.575331,2
-0.040781,-0.795450,4
0.075336,-0.500451,2
0.063258,-0.423539,2
0.116808,-0.348790,5
0.377792,0.295683,1
0.027327,-0.767405,9
0.263279,1.624976,0
1.034058,-0.324872,1
-0.004329,-0.709138,4
0.027926,-0.472309,2
0.076257,-0.602173,4
0.126659,-0.359291,2
0.045071,-0.446906,2
0.015046,-0.973532,7
0.100273,-0.391807,6
0.315211,-0.394687,9
0.240134,0.188807,6
0.440075,-0.731315,7
0.018860,-0.488160,6
0.144023,-0.863279,9
0.534129,0.026249,2
0.164656,-0.267520,2
-0.027099,-0.745029,4
-0.301321,1.306777,0
0.242901,-0.209719,5
0.049906,-0.695992,4
0.425644,-0.043368,2
-0.003164,-0.448907,8
0.189124,-0.297813,6
0.228217,-0.919914,7
0.005374,-0.530247,6
-0.094804,-0.391253,0
0.027926,-0.472309,2
0.147753,-1.182011,3
0.360468,0.032930,7
0.049491,-0.357470,8
-0.094581,-0.647760,6
0.042207,-0.811663,4
-0.143937,-0.718622,6
0.027764,-0.472097,6
0.048483,-0.508452,4
1.179963,-0.332458,1
-0.058873,-0.786630,4
-0.235767,-1.077145,4
0.177750,-0.217287,5
-0.236928,0.328960,0
0.338418,-0.101920,2
0.293565,-0.706445,3
0.325762,-0.055584,3
0.027926,-0.472309,6
0.586059,0.366156,3
-0.033033,-0.321052,2
0.481324,-0.011636,3
0.109891,1.310612,0
0.015664,-0.540924,2
0.261340,-0.897715,4
0.690398,0.456682,3
0.028227,-0.421553,8
0.293273,-0.174929,4
0.828932,-0.329948,1
0.554769,0.050964,8
-0.014211,-0.141503,3
0.032287,1.609557,0
0.061242,-0.352193,1
-0.246490,0.335354,0
-0.165005,1.061617,0
0.162016,-0.051460,6
-0.045578,-0.996262,9
0.108286,-0.161007,5
-0.012672,2.359441,0
0.274074,-0.174935,9
0.644935,-0.095261,1
0.078215,-0.435101,1
0.027926,-0.472309,2
-0.044418,-0.843695,4
0.512378,0.296709,3
0.027926,-0.472309,6
0.285082,0.268071,5
-0.016936,-0.768134,7
-0.118021,-0.681399,6
0.069408,1.464366,0
0.206907,-0.436027,7
0.240139,-0.345949,4
0.002861,-0.278759,8
0.348934,0.096983,1
0.017167,1.972129,0
0.391541,-0.033486,8
0.583479,-0.075975,1
0.009543,-0.689382,8
0.027926,-0.472309,2
0.510097,0.070832,2
0.547597,0.446296,3
0.150588,-0.302828,2
0.084399,-0.527978,4
0.300872,0.344657,0
0.306224,0.103272,5
-0.037372,-0.110361,8
-0.108217,-0.667327,6
-0.029293,-0.725234,4
-0.046842,-0.823965,7
-0.128395,0.973786,0
0.024670,-0.272012,8
0.297674,-0.052196,1
-0.048125,2.170541,0
0.376300,0.246085,3
0.821921,-0.121359,1
0.069692,0.262562,5
0.027926,-0.472309,2
-0.006773,0.101122,6
0.598929,0.442941,3
-0.089442,-0.640387,6
0.160346,-0.606194,4
0.107608,-0.542050,4
0.338631,0.171357,5
0.443992,0.652212,3
-0.116396,-0.679068,6
0.322504,0.209107,3
0.069868,-0.608005,7
0.099723,-0.504203,4
-0.011098,-0.228897,8
0.027926,-0.472309,2
0.141499,-0.521868,9
0.117330,-0.496807,7
0.214749,-0.237444,8
-0.098950,-0.923119,4
0.579970,0.150302,3
0.342514,-0.001475,3
0.203160,-0.501312,7
0.180916,-0.319271,2
0.230207,1.818488,0
0.146593,-0.511269,4
0.434376,-0.043975,1
-0.094557,-0.813888,4
0.241934,-0.549406,7
0.221248,-0.301012,2
0.339591,0.163926,3
-0.055124,-0.818696,9
0.048327,1.424700,0
0.571658,-0.106748,1
0.309287,-0.281286,9
-0.034997,-0.491204,2
-0.159317,-1.015633,4
0.170506,-0.315903,6
0.218503,0.150176,5
0.384606,0.221258,3
0.019523,-0.470992,2
0.069936,-0.037339,2
-0.184005,1.490863,0
0.243059,-0.462909,7
-0.158207,-0.739128,6
0.120290,1.077284,0
0.045571,-0.417910,2
0.432656,0.219913,1
0.325087,0.216588,1
0.380492,0.242120,5
0.349036,0.132135,1
0.432219,0.593784,5
0.344836,0.235398,1
0.074899,-0.690056,7
-0.047820,-0.868718,7
0.340193,0.179595,1
-0.034964,-0.562301,2
0.090876,-0.270797,6
0.152221,-0.644893,4
0.277006,-0.319742,4
0.027926,-0.472309,2
0.305923,-0.191664,9
0.271137,-0.268031,9
-0.009027,-0.525926,6
0.074585,-0.890631,7
0.216350,-0.711801,9
0.059929,1.117141,0
0.240301,0.125814,3
0.121027,2.015890,0
0.435268,0.274171,3
0.031191,-0.957431,7
0.027926,-0.472309,8
0.059296,-0.192841,5
-0.086129,-0.635635,6
1.033421,-0.147736,1
0.415971,0.143283,1
1.094472,-0.148830,1
0.330273,-0.039907,8
0.027926,-0.472309,6
-0.122345,-0.687608,6
0.930798,-0.201060,1
0.607609,1.757352,0
0.102474,-0.330063,8
0.266631,-0.098984,8
-0.054806,-0.354267,2
0.216141,-0.365582,7
0.152002,-0.565709,7
-0.003471,-0.518074,6
0.182391,-0.312206,4
-0.190924,-1.068765,4
-0.214354,0.944365,0
0.383377,0.298432,5
0.285484,-0.457693,4
0.240066,-0.247638,4
0.096848,-0.377180,2
0.270984,0.643908,0
0.369636,0.347742,5
0.062334,1.280118,0
0.113406,1.804696,0
0.027926,-0.472309,2
0.394892,0.283130,3
0.213813,0.967822,0
0.332007,0.196368,1
-0.129064,-0.980553,4
0.304688,-0.536449,9
-0.034451,-0.561600,6
1.208324,-0.370421,1
0.070450,-0.284124,5
0.314523,0.176509,1
-0.184080,-1.070474,4
-0.013416,1.880807,0
0.140493,0.483025,0
-0.096776,-0.650908,6
0.339929,-0.176617,8
0.311110,-0.325387,9
0.164562,-1.122557,7
0.542421,0.384365,3
0.110308,-0.412303,2
0.021659,1.738423,0
-0.420499,0.729174,0
-0.083766,-0.293507,8
-0.166145,-0.750540,6
0.410874,0.229866,3
0.054075,-0.687869,7
0.205396,-0.513511,9
0.151498,-0.116615,5
-0.035119,-0.562522,6
0.348514,0.297407,5
0.457661,0.340616,3
0.174032,-0.469209,9
-0.134487,1.070568,0
0.123596,-0.367198,6
0.342764,0.243398,1
-0.054251,-0.833989,9
-0.145138,-0.960776,4
0.394948,0.026522,1
0.387802,0.397467,5
0.530482,0.164415,3
0.107325,-0.362722,6
0.430537,-0.052025,8
0.064711,-0.632907,7
0.318410,0.012806,3
0.185172,-0.234618,8
0.313449,0.184269,3
0.342837,-0.109974,9
-0.007620,-0.911557,7
0.041627,0.774427,0
0.258900,0.065907,5
0.345621,0.216431,1
0.244540,-0.366569,7
-0.097486,-0.530839,2
0.128050,-0.149832,8
0.314262,0.093460,3
-0.090383,-0.641737,6
0.047979,-0.565523,4
0.027926,-0.472309,2
0.340634,0.251349,5
-0.025607,-0.549025,6
-0.006862,-0.522069,6
0.255811,0.170452,5
0.450627,0.067967,7
0.201255,0.459505,2
0.274525,-0.243334,8
0.005307,-0.673652,4
-0.170654,0.863154,0
-0.092175,-0.918123,7
0.461321,0.010959,1
0.379251,0.081289,2
0.027926,-0.472309,2
0.386674,0.041382,1
0.460579,0.330014,3
0.303127,-0.460318,4
-0.082726,-0.830370,4
0.340382,0.160467,1
0.052799,0.168523,5
0.127381,-0.235983,8
-0.087269,-0.637270,6
0.246219,-0.323011,9
0.071690,-0.641714,7
0.119742,-0.494848,4
-0.046826,-0.264978,8
0.053430,-0.437255,9
0.400063,0.081935,9
0.120434,-0.353851,6
0.321032,0.098669,1
0.334241,-0.169311,9
-0.053305,-0.588577,6
0.261504,0.279339,5
0.103768,-0.227074,8
0.215664,-0.244849,6
0.328278,-0.074778,9
-0.101366,-0.941606,9
0.272534,-0.214458,9
0.389130,0.127544,1
-0.040442,1.530246,0
0.385805,-0.108772,9
0.412762,0.158481,1
0.292233,-0.040332,8
-0.149757,-0.040885,2
0.347266,0.159463,1
-0.148562,-0.918228,4
0.113788,-0.245148,5
0.015398,-0.680384,4
0.453695,0.374198,3
0.285200,-0.173572,3
0.492222,1.678588,0
0.361644,-0.116371,7
-0.101861,-0.658486,6
0.152129,-0.436426,4
0.190021,0.066704,3
0.096725,-0.253824,4
-0.054865,-0.673472,4
0.070922,-0.649901,4
0.217386,-0.385209,9
-0.221607,1.687464,0
0.180209,0.220380,8
0.013524,-0.016807,3
-0.033481,-0.040493,8
0.126632,-0.234281,8
-0.136439,-0.707850,6
0.133572,-0.626206,7
0.461186,0.914608,0
0.049536,-0.416574,5
0.164303,-0.287229,5
0.344009,0.270312,1
0.126304,-1.249261,7
0.171592,0.058574,5
0.328913,-0.045429,8
-0.087310,-0.317671,8
-0.012109,1.949878,0
0.028195,-0.712680,9
0.303856,0.087852,3
-0.044458,-0.447010,2
0.285409,0.253712,5
0.029471,0.131249,5
-0.031821,-0.708097,4
0.299438,0.191417,1
-0.155147,-0.734730,6
0.314802,0.098417,1
-0.122509,-0.941546,9
-0.065817,-0.608095,6
0.482537,0.067349,8
-0.173941,-0.368425,2
-0.004187,-0.127424,3
0.329499,0.197755,1
0.366427,0.196169,3
0.415646,0.195473,3
0.428175,0.070201,3
0.275549,-0.110886,8
0.126530,-0.353380,2
0.030542,-0.468698,6
0.545918,-0.382456,7
0.216119,-0.353539,4
0.222643,-0.287196,4
0.090978,-0.571709,9
0.269182,0.359964,3
-0.160495,-0.245523,2
0.349715,1.083165,0
0.145885,1.109789,0
0.238446,1.686149,0
0.041926,1.422169,0
0.315188,-0.115961,7
0.252845,0.104664,1
0.024778,-0.649680,7
0.085597,-0.398533,6
0.016467,-0.516848,6
0.027926,-0.472309,2
0.519864,1.560735,0
0.199316,-0.336655,5
-0.061389,-0.600162,6
0.311437,0.259558,5
0.188884,-0.141671,8
0.043472,1.625104,0
-0.137933,-0.709996,6
0.161495,-0.329023,2
0.210963,-0.274554,2
0.303237,-0.109325,8
0.086533,-0.594528,7
-0.212748,0.716079,0
0.245182,-0.033132,4
-0.078069,-0.624075,6
0.027926,-0.472309,2
0.377451,-0.134821,8
-0.083404,-0.841232,8
0.309730,0.039999,1
0.218629,0.661070,0
0.081958,-0.619710,7
0.025343,-1.014843,7
0.211351,-0.343621,9
0.441546,0.164748,3
0.353515,0.159181,1
0.190904,0.144505,5
0.146612,-0.507644,9
0.159854,-0.199062,3
0.027926,-0.472309,2
0.239791,0.098019,5
0.100467,-0.372187,6
0.221632,-0.279189,8
0.341717,-0.167515,7
0.224691,0.037377,5
0.027926,-0.472309,6
0.125134,-0.595380,9
0.008839,-0.499604,6
0.336439,0.025080,1
0.399426,-0.096142,8
-0.054137,-0.782634,2
0.127995,-0.661690,7
0.125562,-0.336565,6
-0.018689,-0.734142,4
0.027926,-0.472309,2
0.221990,-0.364067,9
0.258578,-0.029932,2
-0.280840,-0.297037,2
0.235353,-0.054629,8
0.303335,0.189180,1
0.027926,-0.472309,2
0.413415,0.334580,3
0.190034,0.140224,6
0.411357,0.096095,3
0.353565,0.147950,1
-0.166952,1.604293,0
0.017306,-0.487495,2
0.155314,-0.002047,5
0.327553,0.037649,1
0.109418,-0.129205,5
-0.043210,-0.580355,6
0.079551,-0.632529,7
0.354627,0.212185,1
0.163451,-0.451326,9
0.105399,-0.184952,2
0.172621,-0.400453,7
0.614946,0.299330,3
-0.093805,0.378929,0
0.173905,-0.441347,7
